,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1.0000000000000402,3.242488741392421e-14,3.7151738094651533e-14,3.578351972385052e-14,3.908686546648656e-14,3.6613056994391186e-14,2.998947418103733e-14,2.7140101269602983e-14,2.24849334720449e-14,3.825824581074821e-14,3.2772591243650844e-14,3.146000932451025e-14,4.364668313914357e-14,1.780328478324565e-14,4.575812004570393e-14,2.367530987037391e-14,3.751213411334377e-14,3.386468599104646e-14,2.98055994744285e-14,1.7725657563885364e-14,3.094525507971e-14,4.452778725499913e-14,3.12574936672346e-14,4.0596622023928765e-14,2.843613356712909e-14,4.260941623783987e-14,3.551207965225743e-14,3.0549089403569217e-14,4.0846762863270134e-14,2.95116837024936e-14,3.1565977816852943e-14,3.35439029554655e-14,3.3978922641608666e-14,3.048426565973589e-14,3.5218222923331825e-14,4.012881421852502e-14,4.4805334782398646e-14,2.210368690996287e-14,3.3067396973779096e-14,2.558063000493073e-14,2.32882773641107e-14,4.064212733561393e-14,3.482211412842099e-14,3.791891468665873e-14,4.271933945940046e-14,4.038883305660021e-14,3.9380938977327254e-14,4.6287969471833116e-14,2.5451584297823675e-14,3.4277433191560414e-14,3.1768789254747196e-14,2.8550059207773004e-14,4.816564268762946e-14,2.4111602480926305e-14,4.1012231424521245e-14,2.992927670209519e-14,3.937256007763421e-14,2.931724456158179e-14,2.4682057123275203e-14,4.1659407770656654e-14,3.539791059129994e-14,2.3948247219562035e-14,3.929608322130327e-14,5.063063702860789e-14,3.237229486939555e-14,2.0708745799896482e-14,3.4285520115896096e-14,3.4477081279859706e-14,2.7257876517663983e-14,2.2083545618569377e-14,4.715713322095169e-14,4.862689720298939e-14,3.256547240999266e-14,2.5084005353916277e-14,4.6846609148573143e-14,3.9923550683126666e-14,1.705717724266188e-14,3.445974564676076e-14,3.587444962554638e-14,2.7408549653871957e-14,5.259429654067886e-14,3.193238089077216e-14,3.0534033028760786e-14,4.097313636518953e-14,1.6766674355710178e-14,1.9532149246110284e-14,2.040677413101553e-14,3.175810005826569e-14,3.0399427122457167e-14,2.202255983786621e-14,2.8347015529359953e-14,5.387521147393055e-14,3.7463747736829066e-14,4.45019688642191e-14,3.9494002349333474e-14,2.696551092562684e-14,1.3903092008112499e-14,2.44251713502663e-14,2.5032039987081384e-14,2.7403171778961602e-14
1,-1.7842987768147245e-15,0.9999999999999833,-5.93021081623833e-15,3.3858897854415987e-15,-6.7521305240579094e-15,-1.711416738835357e-14,-7.120152542156892e-15,-1.2851969623035414e-14,-3.1394983128305486e-15,-6.135616753342313e-16,-4.7063514546816e-15,-9.619538043219956e-16,-1.2538913811976421e-14,6.3314475381255565e-15,-1.3266793947691027e-14,-4.213572800476138e-15,1.3453382792018025e-15,-8.69588385268454e-15,-1.027203845321117e-14,-3.540087658189443e-15,-2.8191238567712886e-15,1.0960108767471432e-15,-4.826475151223851e-16,-3.838046691272147e-15,-7.503237047796504e-15,-1.0203509170263923e-15,4.177657447132027e-15,-1.3928303114882088e-14,-2.235123671482482e-15,-3.582829314470023e-15,-8.372126407056813e-15,7.33590132921001e-15,6.949127086516337e-15,8.563881343541673e-15,-8.156557831044157e-15,-4.029584821784593e-15,-2.7277469871985044e-15,-6.581440359698923e-15,-3.1268456298159693e-15,-1.05414719848324e-15,1.3515794759927837e-14,-1.3104404103947405e-14,-1.1744141378553361e-14,-1.6683932011992994e-15,-8.485650135880645e-15,-1.5955796823889168e-14,-8.15575315627777e-15,-6.006452745122969e-15,-4.483885026094706e-15,-3.303923606384329e-15,4.628429907522175e-15,-6.876520283505412e-15,-3.2890940249177936e-15,-1.600542464605484e-14,-4.3114213242666e-15,5.27067517417849e-15,-5.585335314365161e-16,-1.0110607233119538e-14,-6.1254487843710944e-15,-2.977881741148972e-15,-7.369183872120879e-15,-5.101751016369765e-15,-4.54056512333052e-15,-7.45450851230631e-15,3.2751762044057945e-15,-1.382392814467013e-14,-4.575506867476126e-15,-1.3533883969968783e-14,-7.856656623043302e-15,3.566482456972074e-15,1.4861680616531221e-15,1.637282024334136e-15,5.101242651758483e-15,-4.16806720749256e-15,4.241906619942241e-15,-1.327472642233168e-15,-1.7062913364717207e-15,-8.471686234920604e-15,-1.075710498214926e-14,-2.5812391991973406e-15,-1.8168082970648216e-14,-3.6058296343559595e-15,-1.231467887808731e-14,-1.2662239731683111e-14,-7.360583977971735e-15,-9.067632358998175e-16,-1.4986045547811812e-14,-7.272023484840056e-15,8.619400550868736e-15,-2.3210104242556973e-15,-8.90232736401001e-16,-6.130018175699677e-15,2.3920651899161014e-15,-1.8017723588376612e-14,6.117229022291822e-15,8.876615577660578e-16,-8.345770350356868e-15,-7.53352146395807e-15,-5.0286743272721495e-15,-5.334162818108691e-15
2,5.092456203698635e-15,2.479766673991872e-14,1.0000000000000395,2.1084888274621465e-14,3.4256414769101315e-14,2.4179336389149007e-14,1.9124505232761516e-15,1.579643286942499e-14,-3.1183865707160404e-15,-9.609011885731215e-16,3.127454635123897e-14,2.5816564564707692e-14,2.1259187507953277e-14,1.8359845213998308e-14,2.339318647138893e-14,3.1341767264158955e-15,2.23473131759308e-14,6.052498489919032e-15,1.2756306014927642e-14,2.0493578649688186e-14,3.342116831397635e-14,3.2546308222280726e-14,2.252878728313781e-14,1.6560890374474403e-14,1.7099253373925013e-14,1.7605347626762745e-14,1.1009658167394366e-14,2.7737839487731677e-14,7.558514635519256e-15,3.2170834195339604e-14,2.0890706482541825e-14,9.594711671580362e-15,1.3666816016574792e-14,3.73585933390024e-15,6.180820322296481e-15,2.772894011048762e-14,1.3137320778063813e-14,2.279680123201987e-14,1.4873687239635912e-14,7.22481823593261e-15,5.9885301054569645e-15,1.5745383286835565e-14,1.3459350023166775e-14,-3.5127701995833636e-15,3.446200884960907e-14,2.7347225504378057e-14,9.256286997455369e-15,1.4751908536152492e-14,9.75077620158753e-15,3.0561295656765205e-14,2.4421507445000768e-14,1.712193938444902e-14,1.0704121449873612e-14,3.4530983308084236e-14,3.021756394130429e-14,1.1643237000300664e-14,1.6265636086636295e-14,2.2528189743633197e-14,1.1216863646217868e-14,7.911427462236081e-15,2.6332516848656374e-14,1.3159290833709635e-14,5.833390397077839e-15,3.7374369419591574e-14,1.4493009378822733e-14,1.816262782235036e-14,3.259624774549751e-14,1.659728812338108e-14,1.1842963592334411e-14,8.024737733909106e-15,5.401457606340825e-15,1.532173711290604e-14,1.8008990047212097e-14,8.835451290389705e-15,1.9682344700876773e-14,2.524148289569862e-14,1.1963942203050469e-14,1.4323617559012177e-14,2.42765571053481e-14,3.6998228018307124e-14,2.2024798078482823e-14,2.132089822911086e-14,8.161334524081758e-15,-2.8965348324347238e-15,-4.3268558596259184e-15,1.5813701934389843e-16,2.1938294723274376e-14,8.336741991613783e-15,3.8647914581893435e-14,2.0055605798558982e-14,8.465877271680965e-15,2.492354533304763e-14,9.392159978496629e-15,3.7109960499478755e-14,4.490575752233135e-15,1.0872661635235707e-14,1.0739817882380108e-14,2.786273585855817e-14,8.772304732560012e-15,7.73846320151965e-15
3,5.36638283886179e-15,5.181422088696058e-15,-1.9971185030840938e-15,1.0000000000000104,6.6366187916441585e-15,1.1772148605743272e-14,1.3793136779235252e-14,3.2193269477385886e-15,1.1951048756691135e-14,1.424587971429488e-14,8.886497897723978e-15,6.377679949865721e-15,1.778710037780376e-15,4.375015809464321e-15,1.283316427537955e-14,8.433563953961794e-15,7.151157122692224e-15,6.028949062253306e-15,-5.450751479516761e-17,1.133762777612167e-14,3.9807528049802155e-15,4.411754317613902e-15,1.5551211572314832e-14,4.5958519356375286e-15,7.660136826536974e-15,1.3553604243869291e-14,8.675187240074103e-15,-2.0863067390850282e-15,1.034075945522434e-14,1.4434002873006117e-14,4.110686198998001e-15,9.041222602609187e-15,1.4112282667637841e-14,5.7020455318621595e-15,4.898415627751e-15,1.4291824282305968e-14,6.141106222854327e-15,8.85594387009078e-15,1.1717579573617628e-14,5.042544136304452e-15,5.0763433789799336e-15,1.3607310417623113e-14,8.454356310365089e-15,-1.800350887879101e-15,3.652155869271506e-15,-1.442111840131017e-15,1.1612352182122667e-14,6.506990305078744e-15,8.386364544949068e-15,7.502089549007708e-15,2.481297119327028e-16,5.510272091135705e-15,9.672977251859397e-15,1.0669362794465143e-14,3.722496713617057e-15,1.0395800587886454e-14,8.288356434999513e-15,2.136877980404996e-15,5.652934689660626e-15,1.143379693211819e-14,8.156963312560446e-15,9.458220665092452e-15,3.960127945901743e-15,9.146622807290302e-15,9.077387254211348e-15,6.093514606081249e-15,1.6041918095607063e-14,1.060232885359674e-14,1.316068776740871e-14,1.0803331224489119e-14,1.0451581262107787e-14,5.882660089804716e-15,1.2649425065018185e-14,1.96455019616013e-15,7.919373207642499e-15,-4.692414934995241e-16,6.611945481809205e-15,7.886915459849967e-16,7.83274472588188e-15,6.8668359925275065e-15,1.2758375748102457e-15,4.3023725556497635e-15,1.1961229943012675e-14,1.557223860755307e-14,1.927248937004964e-15,8.441966549180865e-15,1.724147220380639e-14,5.770319082206912e-15,-8.874428997726725e-16,5.398959248583783e-15,1.4611034700348074e-14,1.062200075944585e-14,9.242011741960762e-15,-1.0691870702960043e-15,4.841005531307632e-15,3.580443937842114e-15,4.819968568253234e-15,5.101112726903281e-15,-1.505227945133909e-15,1.1434705712544785e-14
4,-9.170265671108491e-15,-6.695917103511948e-15,-4.996817145986693e-16,-4.703003628612599e-15,0.9999999999999906,-5.358613689532741e-15,-7.655044614691513e-15,-1.7000521738228997e-15,-1.1808345691566842e-14,1.757294086884558e-17,-7.331434441525142e-15,-1.1724157490523264e-14,-1.7993447127254398e-14,-9.064631010196796e-15,-1.2273171499925384e-14,-8.589939483237679e-15,-1.6736684502418838e-15,-1.1723188472009476e-14,-9.088798836002764e-15,-1.716423586108907e-14,-9.776035532656784e-15,-1.0038998147501002e-14,-1.072364574356428e-14,-1.037344976867125e-14,-4.269045772148892e-15,-9.334774607753237e-15,-9.646066730583967e-16,-1.2305404197440224e-14,-6.05623092898143e-15,-8.685660363254612e-15,-5.502607886670472e-15,-3.670406817556401e-15,-3.718591494299517e-15,-5.3575043739964025e-15,-5.1006369246902385e-15,-9.5893228783882e-15,1.4883415220004035e-15,-1.860931188871805e-15,-6.885263606636968e-15,-7.564344741031939e-15,-1.3011949862002063e-15,-2.4854998764419926e-16,3.290892378544127e-16,-1.1798093392402577e-14,-4.73527116392223e-15,-1.455781663995266e-14,-5.931193621963987e-15,-1.767908620930544e-15,-8.110688849949366e-15,-1.7171924850307047e-14,-5.880462984066205e-15,-2.5090736445672925e-15,-2.288956747749761e-14,-5.886164610392015e-15,3.620131414831581e-16,-9.884643494919343e-15,-7.552401093021852e-15,-2.362241106196306e-15,-1.000225071113646e-14,-1.2224877988045865e-14,-6.965973366426973e-15,-1.3656379236658682e-14,-1.4092009092586682e-14,-7.697387645751553e-15,-1.1127262554105369e-14,-2.117380641221331e-14,-1.527385483778261e-14,-5.320022133981441e-15,-9.410102028235787e-15,-5.4592789695952844e-15,-9.949999672005074e-15,-1.2776500151557315e-14,4.812242368725295e-15,-7.41599961671088e-15,-2.0037375578279967e-15,-2.063219293393981e-14,-7.227064904708586e-16,-1.1409900892294625e-14,-1.9084678223884811e-16,-3.207581812116582e-15,-6.208278812749454e-15,-3.995947468896692e-15,-1.1309838063043167e-14,-1.538925245959957e-14,-2.579574663314168e-16,-1.2344556773581212e-14,-5.684998893950177e-15,-1.896748693733311e-14,-5.476700239983053e-15,-6.450637035953272e-15,-2.1461545891874034e-15,-1.8224747313504504e-14,-1.5164634578486123e-14,1.2754215665669254e-16,-1.1061966889517842e-14,-7.810567876146735e-15,-1.0150409014253537e-14,-4.590201798282944e-15,-3.557943349326282e-15,-6.151796358105735e-16
5,-9.732887887509608e-15,-1.2254910156207614e-14,-2.2680726722469197e-14,-1.4745307013530125e-14,-8.721630294741415e-15,0.9999999999999879,-5.2587529830458456e-15,-1.2580472882282511e-14,8.733239722235898e-16,-1.4469394301397454e-14,-1.7127822153873747e-14,-7.11233056497249e-15,-6.323666613096965e-15,4.170870385304568e-15,-1.4986305528767407e-14,-1.3101129080971228e-14,-2.1697996555294536e-14,-6.154629168979247e-15,-8.898945364098878e-16,-5.073849803419943e-15,-1.824396205913891e-15,-1.1217228842576922e-14,-9.33555031859102e-15,-5.0232537021433144e-15,-9.955888056876107e-15,-2.3332574884869238e-14,-1.1768828546992302e-14,-2.865045561308151e-15,-1.4980787107988362e-14,-1.6117305077315823e-14,-9.255922768446028e-15,-1.1912787334571395e-14,-2.1490789178668243e-14,-4.3397007083248055e-15,-1.4695326562180716e-14,-1.493421409330842e-14,-1.798972253504417e-14,-2.0764087016338853e-14,-1.489250180655614e-14,-9.029935758268838e-15,-5.697826003739662e-15,-7.49079103629686e-15,-2.4401115201368652e-14,-6.362280626228241e-15,-2.243735717135116e-14,-5.5018414565102506e-15,-2.04296352933109e-14,-2.056301044761967e-14,3.059577057001953e-15,-9.79792726507281e-15,-1.4498213750923143e-14,-1.277871304781093e-14,-6.049378871558604e-15,-1.0709793793560557e-14,-2.115521099703807e-14,-9.733761785121245e-15,-1.5206323482008413e-14,-7.608170724054963e-15,-1.0296882469232699e-14,-1.4162370413399087e-14,-1.3326760025280843e-14,-8.84654164812733e-15,6.051809323207789e-16,-1.2426714147955221e-14,-1.3616124348032316e-14,2.825633487859778e-15,-1.23822761129302e-14,-1.3883753779350713e-14,-1.0026846913401471e-14,-5.24855822926093e-15,-1.3860708354298333e-14,-9.80178238549626e-15,-8.453442973866442e-15,-1.0975657037324337e-14,-1.3379348861498532e-14,2.260924228504116e-16,-1.0721472185923145e-14,-7.732891244340362e-15,-9.022225798309642e-15,-1.624317354280972e-14,-2.1389834960249636e-14,-3.966369840058672e-15,-1.3655301175555639e-14,-1.638614858868864e-14,-6.864646084834961e-15,-1.0803293158068519e-14,-2.476998809300754e-14,-4.79041210173541e-15,-2.447164238304011e-15,-6.57247399367637e-15,-2.180596855667101e-15,-1.81309947194117e-14,-8.898052037831408e-15,-1.5917134437423014e-14,-1.1982581003471675e-14,-8.140750010734917e-15,-5.30416916367936e-15,3.687509295924069e-16,-3.3701031213328865e-15,-8.332259489034888e-15
6,-9.769962616701378e-15,-5.773159728050814e-15,2.6645352591003757e-15,3.774758283725532e-15,7.549516567451064e-15,7.549516567451064e-15,0.99999999999999,-1.3322676295501878e-14,1.0658141036401503e-14,-1.3322676295501878e-15,2.6645352591003757e-15,4.884981308350689e-15,-1.3288191870991486e-14,1.199040866595169e-14,-8.881784197001252e-15,-9.103828801926284e-15,4.440892098500626e-16,-1.5987211554602254e-14,-5.329070518200751e-15,4.884981308350689e-15,1.9095836023552692e-14,4.440892098500626e-15,8.881784197001252e-16,8.43769498715119e-15,3.552713678800501e-15,-5.304190247589052e-15,8.659739592076221e-15,5.773159728050814e-15,-6.8833827526759706e-15,1.2434497875801753e-14,2.220446049250313e-16,2.220446049250313e-15,0.0,6.661338147750939e-15,-5.773159728050814e-15,1.1102230246251565e-14,-6.661338147750939e-15,-8.881784197001252e-16,1.9586986015814053e-15,-3.9968028886505635e-15,5.329070518200751e-15,1.9984014443252818e-15,-3.9968028886505635e-15,-1.021405182655144e-14,-3.1086244689504383e-15,-6.217248937900877e-15,6.661338147750939e-15,-8.881784197001252e-16,-8.881784197001252e-16,5.329070518200751e-15,8.43769498715119e-15,-7.6035781228831765e-16,-7.105427357601002e-15,0.0,6.661338147750939e-15,4.440892098500626e-16,-2.220446049250313e-15,-4.884981308350689e-15,-6.217248937900877e-15,-2.6645352591003757e-15,1.021405182655144e-14,1.3322676295501878e-14,4.440892098500626e-16,7.993605777301127e-15,-1.3322676295501878e-14,1.2212453270876722e-14,1.7319479184152442e-14,-7.993605777301127e-15,3.1086244689504383e-15,0.0,-8.881784197001252e-16,8.881784197001252e-15,7.105427357601002e-15,-6.217248937900877e-15,6.217248937900877e-15,8.881784197001252e-16,-5.329070518200751e-15,-6.050715484207103e-15,-3.1086244689504383e-15,4.440892098500626e-16,-5.329070518200751e-15,4.440892098500626e-16,-9.547918011776346e-15,-6.439293542825908e-15,-2.1316282072803006e-14,-3.552713678800501e-15,-7.549516567451064e-15,-5.329070518200751e-15,8.881784197001252e-15,4.440892098500626e-15,6.217248937900877e-15,4.440892098500626e-15,6.217248937900877e-15,-4.440892098500626e-16,5.329070518200751e-15,1.3322676295501878e-15,-7.993605777301127e-15,8.881784197001252e-15,-7.105427357601002e-15,7.549516567451064e-15
7,-2.7970904003072457e-15,-3.5677158883314364e-14,-1.9927348558120963e-14,-1.1083631676639444e-15,-1.516751943673235e-14,-2.2709013520121156e-14,-1.5388492516819686e-14,0.9999999999999759,-1.9560521479388275e-14,-1.110334632245322e-14,-2.684703565619532e-14,-4.977620568120977e-15,-2.3800314490141176e-14,-1.1605209681108263e-14,-2.0057183946303182e-14,-2.606180997223436e-14,-1.4195533138257228e-14,-1.2918579144151144e-14,-1.0589090227290582e-14,-1.4052327955303874e-14,-1.1231563745730356e-14,-1.1433485522617327e-14,-9.40736821883606e-15,-2.2841953796399433e-15,-1.8555743439074368e-14,-1.056378587352315e-14,-7.391316076149859e-15,-2.056917516977285e-14,-5.697415164247189e-15,-1.471531883026456e-14,-2.695778430831407e-14,-6.1464235334484174e-15,-1.5693965057207363e-14,-1.832780357991816e-14,-7.994461470703643e-15,-1.740526913810181e-14,-1.6163122291038622e-14,-2.659924469106151e-14,-1.47262879673507e-14,-1.5983468753586635e-14,-1.1318004146163158e-14,9.385828720976536e-16,-1.9481808415313635e-14,-1.0069404209387465e-14,-2.6557676600868944e-14,-7.777205728989847e-15,-1.3199787186290421e-14,-6.621052552705836e-15,-5.6464290311276135e-15,-2.669174279040036e-14,-2.029003492320074e-14,-1.3136622506345437e-14,-1.43114160486387e-14,-2.021911486771554e-14,-2.2579561611890122e-14,-8.038812881314367e-15,-1.2065104093957064e-14,-2.2498474055214627e-14,-2.896737367176378e-14,-1.4666218531712995e-14,-2.2745061183386246e-14,-4.954964564347284e-15,-8.142977885625508e-15,-1.772295036997771e-14,-9.899293950547714e-15,-2.265039882098214e-14,-2.2828558990471942e-14,-1.2204711929067984e-14,-2.2901321818606254e-14,-6.288004681790958e-15,-1.404387286005239e-14,-6.804562714385854e-15,3.824709725654786e-15,-2.3238463883225118e-14,-1.2316408335668634e-14,-8.334327888795373e-15,-1.6474069311723395e-14,-1.002423289202323e-14,-1.637663326684589e-14,-1.2942442399536147e-14,-1.509151968499396e-14,-1.0472500065549412e-14,-2.0620311645333554e-14,-2.0333899634667277e-14,-1.2618463505578496e-14,-1.9737801543536543e-14,-1.776670666661256e-14,-1.8006267151811577e-14,-6.355709610808877e-15,-1.1035027106389177e-14,-1.4974828867857556e-14,-1.2692686988979518e-14,-2.1027390675800886e-14,-1.540767825035359e-14,-1.5217124323939013e-14,-2.4067954905246658e-14,-2.5493189304851378e-14,-2.1447132894697745e-14,-7.595851351564751e-15,-9.011800105324854e-16
8,1.0343733121432764e-14,2.0968454748961547e-14,2.144781451509477e-14,1.2361420499067482e-14,3.0349854571438785e-14,2.4270811319295338e-14,1.9024605460658536e-14,1.7506279535813872e-14,1.0000000000000226,1.547919223523726e-14,1.995351510380898e-14,2.434026979462949e-14,1.1329470103434973e-14,2.142101018671283e-14,3.1528412665517165e-14,2.3337513480505424e-14,1.7244233144661798e-14,1.3233211082029998e-14,1.86561570344744e-14,2.497003315247379e-14,2.5337569280887524e-14,2.7415577458445338e-14,2.2804870178323423e-14,2.1785704921450634e-14,2.8468381126144916e-14,2.130495911166833e-14,3.0201930867213e-14,2.2063488350810316e-14,1.6156711664117336e-14,2.5656892452620085e-14,1.6864192129358897e-14,2.0012691030266103e-14,1.4907934996177094e-14,1.4822411787498244e-14,2.3177227204356683e-14,2.56208079029705e-14,1.9324315783842484e-14,2.180097678390909e-14,1.6515843354446074e-14,1.5897156301738136e-14,1.4625678512540208e-14,2.0693195867831417e-14,2.452731589546389e-14,1.393393020179312e-14,2.038402476713876e-14,1.7831317633969465e-14,2.7335879345688858e-14,2.637410547354971e-14,2.0387454943874225e-14,2.5444840096233744e-14,2.355875020953136e-14,2.290632287063961e-14,1.483562083572345e-14,2.2422732032788127e-14,2.978190114437132e-14,2.481484533623415e-14,2.643646635753159e-14,1.9291158255258828e-14,2.2634505284953592e-14,2.5480184161120047e-14,3.70181961915778e-14,1.7105242237812215e-14,1.5834273503180344e-14,3.159325678622768e-14,4.131658634620137e-15,2.4283330578280007e-14,2.5162041121347985e-14,7.206409460079031e-15,2.525125475294016e-14,1.2728598601306203e-14,2.4732152650535278e-14,1.8008586649243884e-14,7.83431521466451e-15,1.736734965270323e-14,2.4701386030620032e-14,2.0449121377335642e-14,5.176842619321985e-15,1.8759306315313373e-14,1.8159254716756037e-14,2.7213363802703084e-14,2.6911170245711245e-14,1.7193961161489023e-14,3.2840479619694245e-14,2.7948974492935632e-14,1.0573343255584255e-14,2.3867305590853924e-14,2.1133259473898638e-14,2.566875950828089e-14,2.5622163343408722e-14,2.0702959313627616e-14,2.4977356336064588e-14,3.269306563411358e-14,2.9637484516866486e-14,2.794072054918076e-14,1.9336672724868552e-14,1.1076834544630024e-14,1.5944879839415048e-14,2.7984851481389312e-14,1.5534114371790424e-14,1.9296538153315845e-14
9,4.1271575344157525e-15,6.523000417187332e-15,1.2325557722748173e-14,-8.03924014681068e-16,8.786159794971403e-15,1.2336711246893532e-14,-3.6760554381232512e-16,8.688637926949656e-15,6.812014873492772e-15,1.0000000000000036,2.507595481693977e-15,9.293220471165315e-15,5.135917887943661e-15,5.584937231539789e-15,1.0915399185112889e-14,7.330517257467138e-15,6.335925330917709e-16,-3.02735979473076e-15,7.777212327683287e-15,8.577010356259242e-15,1.6623483810102565e-15,3.910945608414064e-15,2.9594359862108753e-16,1.2355216774260352e-14,1.075430644767219e-14,2.347550816959161e-15,1.0833231188942007e-14,1.3410903692292406e-14,3.986402247002256e-15,5.107646066182353e-15,2.5327462174614408e-15,9.268472790196485e-15,-3.1259957688644867e-15,-2.096357117050476e-15,5.046301003395792e-15,4.896858980839676e-15,6.176262516083065e-15,8.45293217300834e-15,-2.055464661424935e-15,3.751931742485798e-15,-5.828663484287372e-16,1.2425523506296843e-14,1.5834625829194588e-14,3.954348051458779e-15,7.992850886137142e-16,1.1200146993192647e-14,1.4762321227010528e-14,1.0905688498936142e-14,3.687049577012806e-15,8.843542398919932e-15,1.7289349689057447e-14,3.1931619323469326e-15,-2.8260604054035883e-15,7.309566388265823e-15,1.3227989634505049e-14,7.976557879759326e-15,3.4485688392643124e-15,3.6691218391324774e-15,1.2559969690705585e-14,-7.640229496063605e-16,1.7426567454185455e-14,1.3501504947609661e-14,3.031394677321731e-15,1.1943456626791728e-14,3.315265949283867e-15,1.1517523243008426e-14,2.545434231297855e-15,9.363139087681112e-15,8.367279283681018e-15,1.0218890093038014e-14,6.6617884192086865e-15,-1.514908336034905e-15,-1.2241535160789784e-15,4.722250630944359e-15,4.721498746913454e-15,4.898874015130669e-15,3.927387479276255e-15,-5.5492580077427125e-15,1.467006066828042e-14,1.0564194459875213e-14,1.6168945286626838e-14,8.785639262157237e-15,1.5404179047739405e-14,6.851646436725298e-15,2.5974075966442943e-15,1.0932477505290372e-14,1.150960688173858e-14,6.079919573905075e-15,4.2462929152784885e-15,1.492209549148984e-14,1.3996040583699954e-15,1.5611792638042273e-14,6.5665229380499795e-15,1.423326367368e-14,1.0587144261515555e-14,5.134480587237461e-15,4.647088574789291e-15,1.708999037564109e-14,5.2601690186513956e-15,7.0546720874814404e-15
