,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,0.9999999999999983,-2.326005261803835e-15,-3.2522706535039393e-15,1.2790779108639063e-15,3.3201070712179878e-15,8.98342304105121e-15,5.871049872877007e-15,-1.4363638917596225e-15,4.38233788330438e-16,-3.4089560164322196e-15,3.569113609859588e-15,-4.257260375870306e-15,7.778541888518496e-15,-6.727806527346058e-15,1.2821867199544435e-15,9.612923163737055e-15,8.784416901459676e-15,9.033358878677541e-15,2.456063555266471e-15,2.951128330985803e-16,1.0115048060715271e-17,-3.360600217283334e-15,-2.3411796935099163e-15,4.490115100604211e-15,-3.8595267498042185e-15,-2.197263115922119e-15,6.6440417032372496e-15,-5.028983886958095e-16,3.5038827207283402e-15,9.481416385745402e-15,4.7852748139420244e-15,-2.9830148362619785e-15,-4.899290569598048e-16,8.159402580299722e-15,3.224664024483087e-15,-3.1517440064744547e-15,-2.41049394824148e-15,3.9430354794737536e-15,2.876688356139276e-15,3.733728228115855e-15,3.608190366521637e-15,5.4010506966877746e-15,-7.666305992482644e-15,-3.1430884970948564e-16,2.2946817262077667e-15,-3.819194492300545e-16,1.648358139991728e-15,-2.585638130807809e-15,9.833519952018327e-15,5.586412537469091e-15,-9.694354042758968e-16,9.636159599675777e-15,-2.4325178512708627e-15,1.0715774707378551e-15,-3.674696850368379e-15,1.2949242703740186e-15,1.0524850567490793e-15,5.415853913816023e-15,5.5029491181465486e-15,5.406550479454688e-15,8.391798364049785e-15,5.391807735007438e-15,-4.020204079154883e-15,-6.355282728017122e-15,-2.1433741182386803e-15,-4.661285167594488e-15,3.741483878706918e-15,7.397873314891182e-16,1.9484529986064013e-15,-1.0594852089841442e-16,3.75319754387619e-15,-6.875662110868168e-15,-5.153417498505229e-15,2.5037643224635707e-15,-3.069494191875102e-15
1,-7.16173802107939e-15,1.0000000000000095,7.141541195662322e-15,1.367179534447234e-14,1.0675129678937778e-15,7.471883687752108e-15,-8.624248164402912e-16,-2.9821415699743846e-15,6.485399539874349e-15,5.626802047683649e-15,1.5135534754583397e-15,-4.713384629798315e-15,1.6366083905513223e-15,-1.7112428643968522e-15,5.737921694943331e-15,1.5346606315022393e-14,1.2276555010881343e-14,7.314996354370845e-15,4.920334581938344e-15,-6.126567558870855e-15,-2.072744633160016e-15,4.475983671315346e-15,3.595687439509855e-15,5.192350854209534e-15,7.60828797258765e-15,7.338106452088186e-15,1.0589100213181253e-15,3.716930761866348e-15,-2.361739796352112e-15,3.966961794389652e-15,-4.457101268051338e-15,-4.253389517879176e-15,2.832871847527423e-15,-4.960058995951059e-15,3.176593867605269e-15,1.8471269896510145e-15,-2.7383150632024e-15,6.0588769067935046e-15,-2.242033036764568e-15,9.00416650261314e-15,-4.370026687643312e-15,-2.1441826439606276e-15,1.0611830876311946e-14,-6.10377518622273e-15,-3.723509839796489e-15,-3.607559822187817e-15,4.315171838610527e-15,-6.509267526586602e-17,5.371506987901413e-15,6.0577700058663024e-15,-2.107078633985602e-15,7.970413903146175e-15,2.04401853256475e-15,4.366150529544074e-15,-3.797871593848453e-15,8.228050953428695e-15,-1.2551865304059088e-15,1.9219525667803206e-15,7.091905062391562e-15,1.597503016058978e-14,-3.6644054807383137e-16,5.454729217065707e-15,2.766769995037331e-15,1.94551292216414e-15,6.14712259339467e-15,9.139450401790541e-15,-5.095326307833889e-15,-1.2653035405177959e-15,1.2277799181048116e-14,-3.383988712052491e-15,7.583959842608158e-15,-2.157624730149359e-15,5.2538717155231875e-15,9.144003225547e-15,1.1577272041403777e-14
2,8.658228476659519e-16,5.506819406801294e-15,1.0000000000000029,-1.582684644025141e-16,2.6216831234910495e-16,-9.836857880612917e-16,1.9393047251628616e-15,4.4745674141879964e-15,2.9221715954990575e-15,1.5119952997037237e-15,-2.769455889620656e-15,3.019337771227977e-15,-3.6406597708054454e-15,7.191780135182583e-15,-1.1522836469424545e-16,-4.3882936819828795e-15,1.3149320879050034e-15,1.4573166627947608e-15,5.724628881901297e-15,-8.065025453687447e-16,9.809257254119516e-15,6.7543339507077805e-15,2.49594440340854e-15,3.5876133649855113e-16,2.5166705327022295e-15,5.9773467133727714e-15,9.903941941530108e-16,-6.756961009472127e-16,-1.024500399152409e-15,1.648951695211821e-15,1.1103837773066405e-15,3.2561777513312647e-15,-1.81265492234163e-15,-2.6986709540475506e-15,-2.723744738470416e-15,2.040632319151528e-15,8.952843382415478e-15,-3.7199777912809313e-16,2.387449649311728e-16,-3.1046376632629144e-15,-6.314548217240657e-15,1.9428342767782985e-16,6.580345303087324e-15,1.8934630523284705e-15,4.304369315083531e-15,6.923221427843722e-16,4.3013127176907375e-15,-7.176576723500665e-16,8.271429779652861e-16,-4.773147445298087e-15,7.030710681737912e-15,1.1697287178480289e-15,4.952152299416441e-15,7.702010662213235e-15,2.2284360251726117e-15,1.899460917162599e-16,3.4112595619388085e-16,-4.3651583183662805e-15,-2.2683781133469632e-15,-5.550933567098028e-16,4.3090373622077716e-15,2.1196561571605734e-15,7.955607017422959e-15,9.314066976238341e-17,1.8286461015478573e-15,5.853864188738045e-15,-1.9486822662933902e-15,-4.3891750585856136e-15,7.484636943106474e-16,4.302432644258252e-15,-2.9281234553221086e-15,5.899888976309823e-15,7.151198387003925e-15,-9.717224249039732e-17,3.3737194715082094e-15
3,3.571372855141595e-15,-7.267371279285652e-15,-1.7186149355006271e-15,0.9999999999999912,2.841961215721266e-15,-4.55069595186284e-15,1.1719636937109602e-15,-2.178969749678809e-15,2.8266500652670762e-15,-2.331256639887692e-15,-7.885624528368429e-16,4.252585026198201e-16,-8.786415683211768e-16,-1.733537236074897e-16,-1.0491791301918314e-15,-7.893903091828385e-15,-1.364313760428683e-15,-2.3210673890674518e-15,-1.4969935449049626e-15,1.1734402717432445e-15,2.8930718096336683e-15,2.745297576130311e-15,1.819932827351007e-15,1.8349075095752324e-15,-2.026958399026435e-15,-3.294357232183906e-15,-1.6033179338077736e-15,-3.2512148192455742e-15,1.7667689432906091e-15,2.810117623505524e-15,4.212569297094905e-15,4.924074541842556e-15,-3.4151180894586337e-15,5.064435153866285e-15,-5.751292387462726e-16,-1.5481612965695808e-15,4.717779826892251e-17,-2.8264083770080726e-17,-9.457058614956042e-16,-4.3970978165797705e-15,-2.6502285737433118e-15,5.893775170090984e-16,-2.7455787623105536e-15,8.857496978276513e-15,-1.0785224112593243e-16,-5.311891609686844e-16,-2.685887485356508e-15,-2.530420972172806e-15,-1.6581352912027277e-15,-4.187060636627545e-15,5.50851446798864e-15,-6.242025571108829e-16,-4.347530218785273e-15,-2.187442885215383e-15,1.416656388149257e-15,-1.7940085009174725e-15,1.3466290712525641e-15,-1.5191597009668848e-15,4.501171643158943e-16,-5.0783545624738695e-15,3.8792145429949516e-15,-8.529663273337486e-16,-5.369213863415007e-16,2.08334178252378e-15,-2.357372421876881e-15,-2.5067192966091177e-15,-1.3614060084652625e-15,-2.380603328826998e-17,-3.5627535888329354e-15,6.425137717544779e-16,5.380322937592811e-16,-1.9721689998786224e-15,-4.9493593898036436e-15,-1.3263737436500795e-15,1.2739258939872319e-15
4,4.328866219424724e-16,5.942217626156113e-15,8.218843937452939e-15,5.515733498946084e-15,1.0000000000000064,7.50395009280194e-15,1.2331022757932282e-14,7.880628096867302e-15,2.5416179812398373e-15,5.035362152325622e-15,4.990324892389035e-15,4.168462843722443e-15,5.578154687675524e-15,7.581633160740805e-15,3.1050491549269235e-15,6.580232050803048e-15,4.989241143445035e-15,8.35917317303221e-15,2.6541536812823806e-15,6.2579266101653185e-15,9.541008389404992e-15,1.6367076082272818e-15,-6.352063581644227e-16,4.157785722536111e-15,9.276427106475575e-15,1.1797353034403893e-14,3.4086803401404255e-15,1.7165663377317215e-15,2.8360733136391634e-15,-1.895738302182658e-15,5.344437888384051e-15,3.756467837286599e-16,6.310267921594153e-15,4.088861169680793e-15,8.178269599001662e-15,4.0893864376114455e-17,2.7641697123433383e-15,3.2170637919674494e-15,5.790811839921665e-15,5.08845428244275e-15,1.0176071218653743e-15,-8.287491852434289e-16,1.3842599485081384e-14,4.183714374539841e-15,1.521640803078556e-15,7.716269925271151e-15,1.3353051904676046e-14,5.483980859087005e-15,1.123883888833304e-14,2.81648194939568e-15,1.5157564842578164e-15,1.1235077887865577e-14,7.996708094689442e-15,3.578340025193091e-15,5.08804715635145e-16,9.81099453159537e-16,5.309606572671268e-15,6.149089794009636e-15,5.801573465522625e-15,5.4699036252553394e-15,6.9230877059246174e-15,4.417652403038556e-15,5.670330308216442e-15,7.794794968577575e-15,1.4051405060726774e-15,8.995914651732315e-15,2.875017918833188e-15,3.9160361690632635e-15,1.3572446062625055e-14,3.7532536252228415e-15,5.132774682577847e-15,6.814111149585368e-15,8.711838999113795e-15,7.62448611474169e-15,5.8886319226533495e-15
5,-7.829037286746495e-16,-1.4125169479420426e-15,1.2070609393712114e-15,2.4713507657017983e-15,-2.77645959262097e-15,0.9999999999999996,-1.0267405289888816e-15,-3.599148782720094e-15,4.232582143598092e-15,-1.4120698429335003e-15,5.198429646753934e-16,-9.759836019343677e-16,-1.276944482882808e-15,3.2042523099676055e-16,-1.4042020703483902e-15,-3.6440613448961956e-16,-1.3139121482405896e-15,9.359691623154533e-17,-4.4663426545211546e-15,-2.718902150223478e-15,-1.6436512473531576e-16,-1.1299101269609793e-15,-1.0453587481353576e-15,-1.977437961986617e-17,9.84346238252963e-16,-1.4290215150492017e-15,-1.8906269646048078e-15,-1.3542550201420833e-15,-1.7565918319418518e-15,1.9729463752463543e-15,-3.4298624740196944e-15,-2.9021720442817335e-15,-2.6490607350978294e-15,-1.8332955612131762e-15,1.372608729431371e-15,-7.879501301199306e-16,-3.8160191042463596e-15,-3.3918152130762305e-17,-2.597397501112358e-15,3.184172134645078e-15,7.161266441070264e-16,-2.950992551188584e-15,1.7330081918983102e-15,2.040612208830053e-15,-2.3591453458434833e-15,-2.409874732500758e-15,-1.7311084937421857e-15,-4.463089212240046e-16,-1.2527389675763013e-15,1.0103174234977072e-15,-3.067739503153634e-15,-3.2670160264738978e-15,-1.2388179852477757e-16,-2.426110511478873e-15,2.48816326126344e-15,3.77331290033354e-15,-1.123623576929312e-16,-3.1482697517022063e-15,-2.0238353333263076e-15,1.725751544475388e-16,-1.0430878062840756e-15,-2.3861403321898693e-15,-1.3027997732228724e-16,1.9811395853894793e-15,-1.449861069615512e-15,-1.6427992347122901e-15,-4.238769039680896e-15,-1.893437911781233e-15,2.595961399463379e-15,-2.0981276893121623e-15,-1.0711195713393892e-16,-3.5464797491704394e-15,8.918631755816706e-16,-3.469232320277725e-16,2.3827409628674912e-15
6,6.995524269325385e-15,4.136568518442118e-15,2.841270853298697e-15,1.156519763800177e-16,2.7719580393065027e-15,3.681776673800069e-15,1.0000000000000004,6.951450746142493e-15,-4.534990846102469e-15,4.030848775761987e-15,3.1123451955829834e-15,7.097900098487418e-15,6.214972286713812e-15,1.0182222646513264e-14,1.047706732901977e-14,1.1484374268914142e-15,-1.3370256632690204e-15,3.126691749670629e-15,1.2478282217813486e-15,8.740166016866327e-15,7.380620358262631e-15,4.410580832368763e-15,6.060088949641772e-15,9.090920845404747e-15,4.05021186197423e-15,-1.1150128126112138e-15,7.156359019278636e-15,1.0920083642087864e-14,8.106547119313818e-15,1.1401589772320946e-14,6.5152602087575654e-15,6.831912073309666e-15,2.5239997737229518e-15,8.087808000305411e-15,1.3165965000913422e-15,5.69418447915794e-15,1.2625080110846435e-14,4.550648785102305e-15,6.753254750154954e-15,4.0725533946953684e-15,9.266333769780307e-15,9.818734111652667e-15,6.756141310381103e-16,1.6275163069266505e-15,4.776179380568241e-15,5.1369309155989405e-15,8.233051545794658e-15,8.405227004223552e-15,3.762727844099445e-15,7.943036281221595e-15,5.39674101471129e-15,8.384114459586863e-16,3.326432250369549e-15,5.3241879178362474e-15,5.029040272825665e-15,-1.6188915344035871e-15,2.5884124834854006e-15,7.182492925104479e-15,2.944546523161189e-15,-2.656137553254375e-15,8.856802382822626e-15,5.019696021571136e-15,3.568130616483791e-15,6.653032936528019e-16,3.636616311380391e-15,8.568399375095065e-16,1.4156551563930208e-14,9.486297016503322e-15,1.34888724786133e-15,4.735991415007973e-15,7.726582333562432e-15,1.0078282577869335e-14,2.5542017666817142e-15,3.838860462662994e-15,-1.957519245359518e-15
7,-3.602414133629099e-15,-4.554279826110746e-15,-2.8983076814532387e-15,-5.80079062890986e-15,-4.951544807751314e-15,-3.908163354237285e-15,-1.871184462126141e-15,0.999999999999997,-4.31245626069551e-15,-5.2308220948934246e-15,-6.108757224913747e-15,-5.066169853812728e-15,-3.3265375436048173e-15,-2.041972629279097e-15,-5.911694331755674e-15,-5.974433158750864e-15,-7.695426223961538e-15,-7.423026097741459e-15,-2.5358910222194173e-15,-2.1607624533453587e-15,-7.998176573932873e-15,-6.302213705746219e-15,-3.348098637592376e-15,-5.50323165466308e-15,-8.58582856875207e-15,-3.4583001125054264e-15,-8.243997388653785e-15,-7.826275892402876e-15,-3.968767885410305e-15,-8.235709426069828e-15,-3.4671664717725576e-15,-2.981924102894927e-15,-1.4357718425342438e-15,-2.7250759888482185e-15,-2.1264178846945743e-15,-3.3790401976048634e-15,-8.655354060706357e-15,-4.740386461315438e-15,-2.4783670437428174e-15,-6.404231512183031e-15,-3.133621772972734e-15,-3.662284764431147e-15,-5.75831182918468e-15,-3.989847195362603e-15,-2.951343348217593e-15,-2.840406801343883e-15,-6.545769037741901e-15,-1.6138344104211316e-15,-4.898385995006553e-15,-5.146780380786214e-15,-1.3638089817872351e-15,-2.1675565261041717e-15,-5.754141501758923e-15,-8.58249872285348e-15,-6.77625127833157e-15,-8.126167430631898e-15,-2.0588522556092056e-15,-4.026708732451311e-15,-2.3163793127803838e-15,-3.815163065758299e-15,-1.0768817069028547e-14,-7.863413100190885e-15,-6.230015861485455e-15,-5.226915647655186e-15,-3.793683304277142e-15,-5.917930280936459e-15,-4.061576902778855e-15,-1.5559481573939234e-15,-4.855053050222394e-15,-2.948557391246577e-15,-7.264499331240996e-15,-3.1788376984113057e-15,-7.852576433352246e-15,-7.963942674609404e-15,-4.807794078897913e-15
8,5.231661674389671e-15,-3.679523789315928e-15,-1.1371167265961106e-15,2.796355722328039e-16,2.7005667738539585e-15,-5.759616144278525e-16,8.548729724316914e-16,8.661956752271385e-15,0.999999999999996,4.956636687153577e-15,9.013894838479203e-16,2.35903185621727e-15,1.8879742820234375e-15,6.121349408050328e-16,-8.633382793825514e-16,9.461738534460807e-16,-6.683399264037954e-16,-2.151991090554576e-15,7.943524124456822e-16,2.2075029394294934e-15,-5.514484099895525e-15,-1.3663931641536064e-16,2.1461021205087028e-15,1.4317857287413063e-15,-5.587415080473565e-15,-4.1191552213135673e-16,2.3868045169699313e-16,6.789526865668328e-16,1.8703360536493347e-15,-5.7704493576947384e-15,-5.272065772189255e-15,-8.680706972749952e-16,4.255233605981672e-15,-3.0308110683990563e-16,2.268171152594824e-16,2.6780932429340834e-16,1.6075377019098253e-15,-7.438433474387936e-16,-1.5299318403079765e-15,1.2105544465417455e-15,4.948300937463685e-15,6.054690180463729e-17,-3.1421453488531955e-15,-1.3426478332855102e-16,6.986354349967294e-15,2.642318835341116e-15,-3.5195897392960467e-15,6.990320805720554e-15,-3.5556620594860685e-15,2.3799707781604136e-15,8.916396365901185e-16,9.672956183562434e-16,3.4368698415070842e-15,-8.196510801046075e-15,3.587503040560447e-15,-4.473354164949926e-15,-2.2864145535288186e-15,3.7173567533742325e-15,7.348782385668606e-15,-5.954475058982557e-15,-4.369664982760081e-15,-4.8585774885235946e-15,-2.1089497779282585e-15,-4.07565151652842e-15,7.34331824154453e-16,2.794889269134568e-16,5.057513016772298e-16,3.0130231112377705e-15,2.715895087260977e-15,-4.3197198584202385e-16,1.198254193555227e-15,3.938602094430384e-15,-1.1308006616626802e-15,-2.991668121551169e-15,-5.410785061390341e-15
9,-6.524184473348823e-15,-1.9603434220381626e-15,-2.650562828277875e-15,-5.381895084468678e-15,-7.94659050338882e-15,-7.165316534925657e-15,-1.3733488843679517e-15,-7.711689146134665e-15,-2.943713059822589e-16,0.9999999999999952,-8.1447350105017e-15,-5.184092374432924e-15,-7.286043750967559e-15,7.428842671497576e-16,-6.442495145161485e-15,-4.790714955472493e-15,-1.6621705188953433e-15,-4.1467286322929714e-15,-3.4252864725006145e-15,-6.506158720519365e-15,3.665513133404729e-15,-3.762221506589203e-15,-5.109978268750896e-15,-5.4425555353225974e-15,-1.743771383422817e-15,-7.518918379740985e-16,-7.403016577139035e-15,-4.896315238391021e-15,-5.972585202262045e-15,-4.0877298026644376e-15,-6.118304504867047e-15,-2.594790930552867e-15,-8.874797581641628e-15,-4.8541556603798704e-15,-2.7634788012032952e-15,-4.953310876963531e-15,-6.648375778880087e-15,-6.686214061425869e-15,-2.2185225111558263e-15,-6.030797198407119e-15,-7.205333994461175e-15,-9.570440252890306e-15,5.477419709339376e-15,-3.491917550568564e-15,-6.843744289570071e-15,-6.251581930779964e-15,-2.3266266414180387e-16,-7.106520924202498e-15,-2.522392511537466e-15,-9.643284849082028e-15,-3.336764316749231e-15,-4.04553672289152e-15,-1.9208591297070644e-15,-2.1778559023125026e-15,-4.9817603479034505e-15,-2.659036807565383e-15,-4.8471260023953235e-15,-6.7934499694283724e-15,-6.43790129515399e-15,-2.720917075909098e-15,2.0341581668800317e-15,-5.236425033795298e-15,8.848238809618091e-16,-1.6094818764565503e-15,-6.0675788061267285e-15,5.420706250584738e-16,-8.734005072991622e-15,-6.599970402236575e-15,-3.7445934404748585e-15,-2.8032139170317445e-15,-5.38964584759354e-15,-1.313094129122422e-15,-3.71046989217888e-15,-3.854035582328192e-15,-9.44941662091982e-16
